irn,DesLabel0(+ group='1'),DesDescription0(+ group='1'),DesBiblioRef0(+ group='1').irn,DesLabel0(+ group='2'),DesDescription0(+ group='2'),DesBiblioRef0(+ group='2').irn,DesLabel0(+ group='3'),DesDescription0(+ group='3'),DesBiblioRef0(+ group='3').irn,DesLabel0(+ group='4'),DesDescription0(+ group='4'),DesBiblioRef0(+ group='4').irn,DesLabel0(+ group='5'),DesDescription0(+ group='5'),DesBiblioRef0(+ group='5').irn,DesLabel0(+ group='6'),DesDescription0(+ group='6'),DesBiblioRef0(+ group='6').irn,DesLabel0(+ group='7'),DesDescription0(+ group='7'),DesBiblioRef0(+ group='7').irn
753045,Type Description,"
Proc. Zool. Soc. Lond., 1903(1):298.
",41852,Description,This genus is familiar to people all over the world.  Look for the notch in the back of the tip of the upper incisor and the short tail relative to the body.,41852,Type Locality,"
Sudan, Blue Nile, Roseires.
",41852,Measurements, Total length: 88-93 mmHead and body: 64-68 mmTail length: 34-40 mmHindfoot length: 12-13 mmEar length: 9-9 mmWeight: 2.5-18 g,41852,,,,,,,,,
753042,Type Description,"
Thomas, O. 1909. New African Mammals. Annals and Magazine of Natural History, ser. 8, 4:542-549.
",41852,Description,This genus is familiar to people all over the world.  Look for the notch in the back of the tip of the upper incisor and the short tail relative to the body.,41852,Type Locality,"
Kenya, Mt Elgon, Kirui, 6000 ft (1830 m).
",41852,Distribution,"Distributed throughout East Africa from southern Ethiopia to Tanzania across to the Dem. Rep. of Congo down to northern Zambia Malawi and northern Mozambique, Mus triton can be found in almost all vegetation types and at all altitudes and ranges from forests to semi-arid bush.  (Kingdon, 1984, 1997)
",41852,Measurements, Total length: 106-142 mmHead and body: 57-93 mmTail length: 42-55 mmHindfoot length: 14-17 mmEar length: 10-14 mmWeight: 6-16 g,41852,,,,,,
755176,Type Description,"
Bull. Soc. Zool. Fr., 18:163.
",41852,Description,"Look for the grooved upper incisors, a broad cusp on the last upper teeth and three digits on the front feet.Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Hares and Rodents). University of Chicago Press, Chicago, 2B:610-611.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 212-213.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1599.
 
",41852,Type Locality,"
Central African Republic, Kemo River.
",41852,Measurements, Head and body: 120-190 mmTail length: 104-180 mmHindfoot length: 29-36 mmWeight: 46-165 g,41852,,,,,,,,,
755153,Type Description,"
Ann. Mag. Nat. Hist., ser. 7, 18:298.
",41852,Type Locality,"
Somalia (British Somaliland), Upper Sheikh.
",41852,Measurements," Head and body: 75-105 mmTail length: 97-150 mmHindfoot length: 20-24 mmWeight: 24-35 gKey Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Hares and Rodents). University of Chicago Press, Chicago, 2B:584, 586.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 207.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1577-1578.
 
",41852,,,,,,,,,,,,
754806,Type Description,"
Rev. Mag. Zool. Paris, ser. 2, 7:206.
",41852,Description,The red nose and prominent cusps on the teeth of this rodent are characteristic.,41852,Type Locality,"
Gabon.
",41852,Distribution,"Ranging in the forest belt from Guinea to Kenya and Angola to southwestern Tanzania, Oenomys hypoxanthus is not a true forest species but can be found in secondary growth, forest clearings, cultivation along forest road verges, borders of marshes, and montane forests with broken canopies and dense undergrowth up to 3,000 m. (Kingdon, 1984, 1997)
",41852,Measurements, Total length: 310-343 mmHead and body: 130-180 mmTail length: 140-205 mmHindfoot length: 29-35 mmEar length: 18-21 mmWeight: 50-121 g,41852,,,,,,
754737,Type Description,"
Wroughton, R. C. 1906. Notes on the genus Otomys. Annals and Magazine of Natural History, ser. 7, 18:264-278.
",41852,Description,The shaggy nature of the fur and the structure of the cheekteeth are distinctive.,41852,Type Locality,"
Malawi, Misuku Range, Matipa Forest, 7000 ft (2134 m; as amended by Ansell and Dowsett, 1991).
",41852,Measurements, Total length: 234-304 mmHead and body: 160-209 mmTail length: 80-120 mmHindfoot length: 25-35 mmEar length: 21-25 mmWeight: 100-260 g,41852,,,,,,,,,
754739,Type Description,"
Thomas, O. 1906. Descriptions of new mammals from Mount Ruwenzori. Annals and Magazine of Natural History, ser. 7, 18:136-147.
",41852,Description,"The shaggy nature of the fur and the structure of the cheekteeth are distinctive.
",41852,Type Locality,"
Uganda, east slope of Mount Ruwenzori, Mubuku Valley, 6000 ft (1829 m; as restricted by Moreau et al., 1946:420).
",41852,Distribution,"Found in dense secondary growth, Otomys denti is distributed throughout Uganda, Rwanda, Burundi, the northeastern border of the Dem. Rep. of Congo, northwestern Tanzania and into the Uluguru and Usambara Mountains of east Tanzania. (Kingdon, 1984, 1997)
",41852,Measurements, Head and body: 150-170 mmTail length: 86-95 mmHindfoot length: 26-27 mmWeight: 100-260 g,41852,,,,,,
754734,Type Description,"
Allen, G. M., and A. Loveridge. 1933. Reports on the scientific results of an expedition to the southwestern highlands of Tanganyika Territory. II. Mammals. Bulletin of the Museum of Comparative Zoology at Harvard College, 75:47-140.
",41852,Description,"The shaggy nature of the fur and the structure of the cheekteeth are distinctive.
",41852,Type Locality,"
Tanzania, Ukinga Mtns, north end of Lake Nyasa, Madehani, 7000 ft (2134 m).
",41852,Distribution,"Otomys lacustris is found in the uplands in isolated populations in the mountains of southwestern Tanzania and northern Malawi and along the border of Zambia with these two countries. (Kingdon, 1984, 1997)
",41852,Measurements, Total length: 152-291 mmHead and body: 175-217 mmTail length: 87-127 mmHindfoot length: 36-41 mmEar length: 15-25 mmWeight: 100-260 g,41852,,,,,,
313869,Type Description,"
Thomas, O. 1900. List of mammals obtained by Mr. H.J. Mackinder during his recent expedition to Mount Kenya, British East Africa. Proceedings of the Zoological Society of London, 1900:173-180.
",41852,Description,The shaggy nature of the fur and the structure of the cheekteeth are distinctive.,41852,Type Locality,"
Kenya, Mount Kenya, Teleki Valley, 13,000 ft (3962 m).
",41852,Distribution,"There are isolated populations of Otomys orestes in the alpine and montane habitats of western Kenya and northeastern Tanzania. (Kingdon, 1984, 1997) (Wilson and Reeder, 2005)
",41852,Measurements, Head and body: 151-175 mmTail length: 65-77 mmHindfoot length: 28-30 mmWeight: 100-260 g,41852,,,,,,
754742,Type Description,"
Thomas, O. 1902. On some new forms of Otomys. Annals and Magazine of Natural History, ser. 7, 10:311-314.
",41852,Description,The shaggy nature of the fur and the structure of the cheekteeth are distinctive.,41852,Type Locality,"
Kenya, west slope of Mount Kenya, 10,000 ft (3048 m).
",41852,Distribution,"Otomys tropicalis is distributed in the scattered areas of dense shrub and grasslands from the Sudan in the north through the northeastern corner of the Dem. Rep. of Congo, to northern Tanzania and western Kenya and also down in Botswana, Zimbabwe, Mozambique and northern South Africa. (Kingdon, 1984, 1997)
",41852,Measurements, Total length: 188-274 mmHead and body: 124-216 mmTail length: 69-112 mmHindfoot length: 27-34 mmEar length: 21-25 mmWeight: 100-260 g,41852,,,,,,
313873,Type Description,"
Lawrence, B., and A. Loveridge. 1953. Zollogical results of a fifth expedition to East Africa. I. Mammals from Nyasaland and Tet. With notes on the genus Otomys. Bulletin of the Museum of Comparative Zoology at Harvard College, 110:1-80.
",41852,Description,"The shaggy nature of the fur and the structure of the cheekteeth are distinctive.
",41852,Type Locality,"
Tanzania, Iringa District, Uzungwe Mtns, Dadaga, 6000 ft (1829 m).
",41852,Distribution,"Otomys uzungwensis is found in the montane and alpine habitats from the Udzungwa Mountains to western Tanzania and down into northern Malawi and northeastern Zambia. (Kingdon, 1984, 1997) (Wilson and Reeder, 2005)
Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2B:562-569.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 201.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1439-1441.4. Wilson, D. E., and D. M. Reeder (eds.). 2005. Mammal species of the world, a taxonomic and geographic reference, Third ed. The Johns Hopkins University Press, Baltimore, 2:1530.

 
",41852,Measurements, Head and body: 132-175 mmTail length: 64-105 mmHindfoot length: 21-30 mmWeight: 100-260 g,41852,,,,,,
754634,Type Description,"
Bericht Verhandl. K. Preuss. Akad. Wiss. Berlin, 17:275.
",41852,Description,These rodents resemble Arvicanthis but look for grooved upper incisors in Pelomys.,41852,Type Locality,"
Mozambique, Caya Dist., Zambezi River.
",41852,Distribution,"Restricted to marshes, reed beds, damp valley bottoms, lakeshores, and mountain bogs in the southern savannas, Pelomys fallax is distributed from Angola and Dem. Rep. of Congo in the west to Mozambique, Tanzania and Kenya in the east. (Kingdon, 1984, 1997)
",41852,Measurements, Head and body: 133-165 mmTail length: 133-167 mmHindfoot length: 29-36 mmWeight: 95 g,41852,,,,,,
754631,Type Description,"
Ann. Mag. Nat. Hist., ser. 9, 17:601.
",41852,Description,"These rodents resemble Arvicanthis but look for grooved upper incisors in Pelomys.Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Hares and Rodents). University of Chicago Press, Chicago, 2B:623-625.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 212-213.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1597-1598.

 
",41852,Type Locality,"
Dem. Rep. Congo, Kasaï-Occidental, Kananga (= Luluabourg).
",41852,Measurements, Head and body: 100-125 mmTail length: 100-150 mmHindfoot length: 22-30 mmWeight: 50 g,41852,,,,,,,,,
754314,Type Description,"
Ann. Mag. Nat. Hist., ser. 6, 20:318.
",41852,Description,"A common rodent of forests in western Tanzania, Praomys jacksoni has large ears, and soft fur which is brownish grey on top and more pale underneath.  The tail is longer than the head and body.  Females have 6 teats.  
",41852,Type Locality,"
Uganda, Entebbe.
",41852,Distribution,"Preferring heavily shaded forest floors and secondary scrubs, Praomys jacksoni is distributed throughout tropical forests, woodlands, moist savanna-forest mosaics and montane areas from Nigeria to northeastern Angola over to Kenya, Tanzania and northern Zambia. (Kingdon, 1997) (Wilson and Reeder, 2005) P. jacksoni is found in forests on mountains of western Tanzania including Mbizi and Mahale Mountains.  It is also quite common in western lowland forests such as Minziro forest.
",41852,Comparisons,"The following general measurements can be used to distinguish this species from Praomys delectorum: length of head and body ranges from 162 to 299 mm; hind foot ranges from 22 to 30 mm; zygomatic breadth is greater than 13.9 mm; crown length of the upper toothrow is greater than 4.5 mm; greatest length of the skull ranges from 27.5 to 33.6 mm; interorbital breadth ranges from 4.4 to 5.3 mm.  Praomys is often confused with Hylomyscus and Mastomys.  Hylomyscus has a shorter rostrum in front of the eye and shorter, more pale back feet.  There is also a fine tuft of hair on the tip of the tail on Hylomyscus which is missing on Praomys.  Look for a reticulated pattern of very fine brown or black spots (as opposed to rings) on the tail of Mastomys, and more than 10 teats on the females.
",41852,Measurements, Total length: 162-299 mmHead and body: 100-140 mmTail length: 120-165 mmHindfoot length: 22-30 mmEar length: 16-24 mmWeight: 21-57 g,41852,,,
750854,Type Description,"
Outlines of the Natural History of Great Britain and Ireland, 1:5.
",41852,Description,Rattus norvegicus is commonly found near seaports.,41852,Type Locality,"
Great Britain.
",41852,Measurements, Head and body: 200-260 mmTail length: 160-230 mmWeight: 250-450 g,41852,,,,,,,,,
750855,Type Description,"
Syst. Nat., 10th ed., 1:61.
",41852,Description,Rattus rattus is a familiar rodent because it is usually found associated with human habitation.,41852,Type Locality,"
Sweden, Uppsala County, Uppsala.
",41852,Distribution,"Rattus rattus is found in nearly all villages and towns and also in the African countryside all over the continent. (Kingdon, 1984) (Wilson and Reeder, 2005)
",41852,Measurements, Total length: 205-417 mmHead and body: 100-220 mmTail length: 140-230 mmHindfoot length: 25-37 mmEar length: 17-25 mmWeight: 50-200 g,41852,,,,,,
314658,Type Description,"
Proc. Zool. Soc. Lond., 1896:803.
",41852,Description,The four stripes on the back of this beautiful rodent distinguish it from others.  Rhabdomys is a common resident of the grasslands of some of the mountains in Tanzania.,41852,Type Locality,"
NE Zimbabwe, Mashonaland, Mazowe.
",41852,Distribution,"Found at altitudes up to 3,500 m, Rhabdomys dilectus is distributed throughout cooler grasslands, moorlands and sub-alpine zones over the southern part of Africa from Angola down to South Africa and up to Tanzania and southern Kenya. (Kingdon, 1984, 1997)
",41852,Measurements, Head and body: 90-135 mmTail length: 80-135 mmWeight: 30-40 g,41852,,,,,,
315412,Type Description,"
Thomas, O. 1906. New mammals collected in north-east Africa by Mr. Zaphiro, and presented to the British Museum by W. N. McMilan, Esq. Annals and Magazine of Natural History, ser. 7, 18:300-306.
",41852,Description,"Members of this genus are generally smaller then Gerbilliscus.  Look for a relatively long rear incisive foramina in the palate of the skull.
Key Reference:1. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 195.2. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1451.
 
",41852,Type Locality,"
Ethiopia, east of Lake Turkana (Rudolf), near Mutti Galeb.
",41852,Measurements, Head and body: 100-140 mmTail length: 140-170 mmWeight: 50-80 g,41852,,,,,,,,,
753413,Type Description,"
Heller, E. 1909. Two new rodents from British East Africa. Smithsonian Miscellaneous Collections, 52:471-471.
",41852,Description,"Look for the black ring around the eye.  The common name comes from the fact that these animals are often seen at night climbing in Acacia trees.Key Reference:1. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 209.2. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1581-1582.
 
",41852,Type Locality,"
E Kenya, Lake Naivasha.
",41852,Measurements, Head and body: 120-170 mmTail length: 130-210 mmWeight: 63-100 g,41852,,,,,,,,,
